0.9476
0.9475999999999998
0.9475999999999998
0.9475999999999997
0.9475999999999997
0.9475999999999999
0.9476
0.9476000000000001
0.9476000000000003
0.9476000000000004
0.9476000000000004
0.9476000000000006
0.9476000000000007
0.9476000000000007
0.9476000000000008
0.9476000000000008
0.9476000000000008
0.9476000000000009
0.9476000000000009
0.9476000000000009
0.9476000000000008
0.9476000000000001
0.9475999999999999
0.9475999999999997
0.9475999999999993
0.9475999999999991
0.947599999999999
0.9475999999999989
0.9475999999999988
0.9475999999999987
0.9475999999999986
0.9475999999999984
0.9475999999999984
0.9475999999999984
0.9475999999999982
0.9475999999999982
0.9475999999999981
0.947599999999998
0.9475999999999979
0.9475999999999978
0.9475999999999977
0.9475999999999976
0.9475999999999976
0.9475999999999974
0.9475999999999973
0.9475999999999972
0.9475999999999972
0.9475999999999971
0.9475999999999971
0.947599999999997
0.9475999999999969
0.9475999999999968
0.9475999999999968
0.9475999999999968
0.9475999999999968
0.9475999999999967
0.9475999999999967
0.9475999999999967
0.9475999999999966
USERREQ ID	REQ COST	AVG COST	REQ AVAIL	AVG AVAIL	REQ BW	AVG BW
35	111.0	115.0	87.57486953580089	94.56	83.93169461574188	91.0
36	119.0	130.0	91.60325152600606	98.98999999999988	94.41309774797212	100.0
33	133.0	130.0	96.89044662575378	98.98999999999988	86.93329874552046	100.0
159	112.0	110.0	94.24239144840779	97.10000000000001	88.80246796637482	90.0
34	146.0	130.0	85.19326606315134	98.98999999999988	77.85790850961598	100.0
158	147.0	130.0	98.84482421558054	98.99	82.81527691123951	100.0
39	127.0	130.0	92.76369510414624	98.98999999999988	98.86464705383082	100.0
157	146.0	130.0	85.52495276556462	98.99	92.70621518031851	100.0
156	144.0	130.0	86.60267233641214	98.99	94.49576814082019	100.0
37	120.0	130.0	82.74061427244142	98.98999999999988	96.70194371763885	100.0
155	136.0	130.0	83.27223874980783	98.99	74.54538662947942	100.0
38	124.0	115.0	81.19099186089365	94.55999999999999	78.63398378883782	91.0
154	127.0	130.0	97.80907826397775	98.99	87.1700588602267	100.0
152	145.0	130.0	85.05532763149995	98.99	78.97769941225188	100.0
153	101.0	110.0	80.87196929408566	97.1	88.41763435953621	90.0
150	125.0	110.0	94.31658175363367	97.1	72.26972439122396	90.0
151	139.0	130.0	84.99350761881284	98.99	82.56095127842549	100.0
43	105.0	110.0	84.58764009369276	97.09999999999997	75.25407311499326	90.0
42	110.0	110.0	92.79084959102536	97.09999999999997	79.43455664459712	90.0
41	119.0	115.0	88.34685014634724	94.55999999999999	87.59351844313161	91.0
40	146.0	130.0	86.86246271088005	98.98999999999988	74.77486955537168	100.0
22	121.0	115.0	84.47551297921706	94.56000000000004	73.0014000397061	91.0
23	104.0	155.0	93.80094302560704	82.22999999999999	95.38249780825333	83.0
169	119.0	110.0	97.24158024824868	97.10000000000001	80.90426293234701	90.0
24	105.0	110.0	93.3767603242114	97.10000000000001	70.13952733302992	90.0
25	148.0	130.0	87.57260812553099	98.98999999999987	79.27333940111177	100.0
26	143.0	130.0	98.07565800613739	98.98999999999987	94.39654743033952	100.0
166	138.0	130.0	97.47499299950415	98.99	89.9499530475274	100.0
27	118.0	110.0	97.83339890953654	97.10000000000001	83.68167360410452	90.0
165	134.0	115.0	89.52986903154239	94.55999999999999	85.84644819828566	91.0
28	138.0	130.0	90.78243906219598	98.98999999999987	73.64031285842086	100.0
168	132.0	130.0	86.85408758395748	98.99	94.10534942439797	100.0
29	141.0	130.0	95.87182082386126	98.98999999999987	74.36482676334232	100.0
167	132.0	110.0	96.07217831593171	97.10000000000001	80.01491531877603	90.0
3	146.0	130.0	85.82211727301598	98.98999999999985	75.1536413798654	100.0
161	117.0	130.0	93.1531433197977	98.99	96.33351881118844	100.0
2	140.0	130.0	97.04863082586782	98.98999999999985	91.14877375320822	100.0
162	114.0	130.0	95.32028964113292	98.99	98.4878206996195	100.0
1	106.0	110.0	82.29189460453446	97.10000000000005	74.87703357178607	90.0
163	148.0	130.0	84.50405151052128	98.99	78.93627016504865	100.0
164	122.0	130.0	87.63560400916796	98.99	99.84948560385995	100.0
7	119.0	110.0	94.05496790366986	97.10000000000005	84.21423004165689	90.0
30	112.0	110.0	91.67261225353168	97.10000000000001	92.99594182295625	90.0
6	108.0	115.0	87.13223465552825	94.56000000000007	90.05341550849813	91.0
5	145.0	130.0	98.6741043147745	98.98999999999987	82.9199901954388	100.0
32	102.0	110.0	86.74183550659626	97.1	71.61201989351142	90.0
4	134.0	130.0	95.56005478118887	98.98999999999985	98.99437924266556	100.0
31	113.0	115.0	88.6800147809141	94.56000000000002	92.6193295184375	91.0
160	143.0	130.0	85.21487138576447	98.99	78.13707539174872	100.0
9	118.0	110.0	88.94809047147469	97.10000000000005	80.54893253854965	90.0
8	144.0	130.0	92.56217692954002	98.98999999999987	81.54749483183203	100.0
19	127.0	115.0	85.51013025554825	94.56000000000004	81.54283428940204	91.0
17	102.0	115.0	88.09847027892046	94.56000000000004	95.7409002052555	91.0
179	100.0	110.0	96.05458588838324	97.1	81.97647162220599	90.0
18	149.0	130.0	85.89751805325777	98.98999999999987	80.63815050920296	100.0
178	100.0	115.0	91.26586096920852	94.56	79.58785216638147	91.0
15	119.0	110.0	98.58985454255159	97.10000000000004	71.10471055139118	90.0
177	106.0	110.0	80.72554054414456	97.10000000000001	83.32270327386809	90.0
16	124.0	110.0	85.12065542433395	97.10000000000002	88.49249963183034	90.0
176	145.0	130.0	82.21905654709346	98.99	96.04499494332518	100.0
13	140.0	130.0	80.95823619897187	98.98999999999987	82.91960328418936	100.0
14	150.0	130.0	88.44584929189449	98.98999999999987	80.07922552870974	100.0
11	113.0	110.0	82.01656303615452	97.10000000000004	89.61546553706876	90.0
12	105.0	110.0	83.19324835028159	97.10000000000004	73.03243533739656	90.0
21	147.0	130.0	87.32709539875263	98.98999999999987	95.62863362800105	100.0
170	117.0	110.0	94.6025560486425	97.10000000000001	77.6131848222497	90.0
20	114.0	115.0	87.71447755451037	94.56000000000004	89.09573241500993	91.0
171	111.0	115.0	83.51626788843328	94.56	84.24935656608794	91.0
174	107.0	110.0	97.95387468792036	97.10000000000001	87.71601397313142	90.0
175	146.0	130.0	83.61798464715166	98.99	77.68693821709772	100.0
172	139.0	130.0	90.37190576937539	98.99	88.04779369778882	100.0
173	101.0	155.0	92.59582118782245	82.23	99.04858872161671	83.0
188	131.0	130.0	92.44191529770941	98.99	99.17878383971711	100.0
187	123.0	110.0	96.56403690211877	97.1	87.11284481617818	90.0
189	138.0	130.0	95.1773180859615	98.99	90.7947842198358	100.0
180	104.0	110.0	81.90814114765047	97.1	83.04187530580649	90.0
10	146.0	130.0	89.52235140591208	98.98999999999987	78.67527897563585	100.0
181	105.0	110.0	85.31404097046814	97.1	80.29287951543077	90.0
182	136.0	130.0	80.7318180887357	98.99	82.59221966135502	100.0
183	102.0	115.0	86.92367848232261	94.56	94.98762824978765	91.0
184	115.0	115.0	81.49239042903172	94.56	92.41886869254883	91.0
185	107.0	110.0	84.28525764278031	97.09999999999998	86.56381235186504	90.0
186	138.0	130.0	81.37918861203586	98.99	88.83124315189531	100.0
116	111.0	110.0	92.59703339557414	97.09999999999997	87.03843127370465	90.0
79	102.0	110.0	98.91553328672592	97.09999999999995	81.69557318936073	90.0
117	134.0	115.0	92.3396904769551	94.55999999999996	79.9258928277107	91.0
78	133.0	115.0	83.70405000768243	94.55999999999996	84.59924274514721	91.0
114	109.0	110.0	83.1070374382275	97.09999999999997	72.91972457343408	90.0
77	147.0	130.0	90.09262383867204	98.9899999999999	80.26818089536523	100.0
115	126.0	115.0	85.08636886037883	94.55999999999996	80.69620796290606	91.0
112	148.0	130.0	87.77205705729905	98.98999999999997	92.95468886671073	100.0
113	127.0	115.0	87.93713719098895	94.55999999999996	79.3461341233199	91.0
110	145.0	130.0	89.73218239747476	98.98999999999997	75.6957638794631	100.0
111	120.0	110.0	92.59399837745399	97.09999999999997	84.95865761159264	90.0
118	139.0	116.0	80.17259361139723	82.63000000000005	70.0090701871742	74.0
119	137.0	130.0	86.02571299302664	98.99	94.56874976555196	100.0
82	105.0	155.0	95.99126265908315	82.23	96.70757195347794	83.0
83	101.0	110.0	80.27345343642499	97.09999999999995	70.20262485988982	90.0
80	127.0	115.0	81.83171299937717	94.55999999999996	85.8120925435033	91.0
81	138.0	130.0	96.29810430938304	98.98999999999991	80.5690460614104	100.0
86	102.0	110.0	84.51253491611388	97.09999999999995	70.36595439036572	90.0
87	119.0	130.0	97.77051901989127	98.98999999999991	95.34838371167311	100.0
84	140.0	130.0	89.4856314590529	98.98999999999991	81.76975158719243	100.0
85	103.0	110.0	85.01116448324325	97.09999999999995	94.35364232592676	90.0
67	120.0	115.0	86.01696752068469	94.55999999999996	81.21483453139183	91.0
125	149.0	130.0	84.38648106645276	98.99	77.78569993321531	100.0
66	128.0	130.0	97.39101302816594	98.9899999999999	91.26673129701908	100.0
126	150.0	130.0	88.36983854399821	98.99	72.59378522772964	100.0
69	127.0	110.0	96.6080215740908	97.09999999999994	71.20953070202323	90.0
127	132.0	115.0	83.94499899032935	94.55999999999997	81.59128167887411	91.0
68	122.0	110.0	92.82330917718531	97.09999999999994	76.16838207388432	90.0
128	133.0	130.0	86.36258038351455	98.99	91.68114285076025	100.0
121	147.0	130.0	92.66143688736977	98.99	92.01121046298732	100.0
122	114.0	110.0	80.35704102869767	97.09999999999997	89.92997407848424	90.0
123	135.0	130.0	89.56430908111233	98.99	91.96186286742166	100.0
124	125.0	130.0	89.25272559991303	98.99	93.11945046111654	100.0
129	135.0	130.0	88.39584666496651	98.99	96.39881255118871	100.0
70	128.0	110.0	94.71324215961069	97.09999999999994	83.33861540050229	90.0
71	142.0	130.0	84.59508624751165	98.9899999999999	74.68717018168238	100.0
120	117.0	110.0	85.75569351586272	97.09999999999997	70.26857553344034	90.0
72	136.0	130.0	84.99225227212874	98.9899999999999	74.76670887683814	100.0
73	146.0	130.0	90.57654859225599	98.9899999999999	81.48333308118931	100.0
74	136.0	130.0	84.13652936065337	98.9899999999999	87.35843442620737	100.0
75	134.0	130.0	96.66298214869389	98.9899999999999	99.81958629933627	100.0
76	141.0	130.0	85.52249299213058	98.9899999999999	77.7222374716151	100.0
134	130.0	115.0	84.3221432380824	94.55999999999997	84.18703839325303	91.0
135	109.0	110.0	85.40143437153534	97.09999999999997	94.80553614285066	90.0
132	111.0	110.0	96.06539353691144	97.09999999999997	72.05331784356771	90.0
59	117.0	130.0	89.11155523898084	98.9899999999999	93.86004712931808	100.0
133	143.0	130.0	84.28210167354939	98.99	99.20761605862853	100.0
58	100.0	110.0	94.62868146644863	97.09999999999994	77.85121510223534	90.0
138	129.0	115.0	81.74335771796297	94.55999999999997	72.30818951021485	91.0
57	124.0	110.0	97.26917323785543	97.09999999999994	74.19940610245504	90.0
139	115.0	130.0	93.75042028717635	98.99	96.27924908165431	100.0
56	101.0	155.0	81.44900282628971	82.23	97.24530132134335	83.0
136	141.0	130.0	84.64314619943951	98.99	84.35208884300094	100.0
55	108.0	110.0	85.42211388064479	97.09999999999994	77.43309376108435	90.0
137	137.0	130.0	91.56530759832685	98.99	78.09454197310242	100.0
64	117.0	110.0	86.17235872521853	97.09999999999994	79.82389171302141	90.0
65	108.0	110.0	95.16944443251231	97.09999999999994	78.72271480912418	90.0
62	136.0	130.0	86.0055260531004	98.9899999999999	87.53891922036796	100.0
63	123.0	115.0	89.53921404178574	94.55999999999996	73.48813019080416	91.0
60	106.0	110.0	95.08723828868843	97.09999999999994	79.56208831396997	90.0
131	125.0	115.0	92.35046566615347	94.55999999999997	84.93369528963551	91.0
61	122.0	115.0	86.4344627846962	94.55999999999996	81.18341572761724	91.0
130	127.0	115.0	87.64828524414294	94.55999999999997	75.6871905865886	91.0
49	144.0	130.0	82.83101024727269	98.98999999999988	87.49439167390202	100.0
143	150.0	130.0	95.86238965562177	98.99	83.61756134990368	100.0
48	101.0	110.0	91.97445332229586	97.09999999999997	90.27408852007255	90.0
144	138.0	130.0	84.20316568067832	98.99	78.26834443814424	100.0
145	141.0	130.0	82.75612851276765	98.99	73.2796538517342	100.0
146	135.0	116.0	80.42514218279024	82.63000000000002	71.81148817914338	74.0
45	139.0	130.0	91.60258244093208	98.98999999999988	86.7157721963342	100.0
147	132.0	130.0	82.24655327611156	98.99	97.4461118507538	100.0
44	120.0	115.0	89.34701524946578	94.55999999999999	91.49096430562138	91.0
148	105.0	110.0	92.40729385276026	97.1	90.70451353353783	90.0
47	104.0	115.0	80.22722824564981	94.55999999999997	92.92075134755325	91.0
149	112.0	115.0	90.16715790635332	94.55999999999997	79.171203194356	91.0
46	134.0	116.0	80.20352565908645	82.63000000000008	72.02438694198962	74.0
51	112.0	115.0	92.00259938280514	94.55999999999996	80.57890693501103	91.0
52	131.0	115.0	89.55382065111043	94.55999999999996	72.20238346222462	91.0
53	123.0	130.0	80.86242519396973	98.9899999999999	93.75477456620074	100.0
54	108.0	110.0	96.91427462979424	97.09999999999994	80.2276561131793	90.0
140	110.0	115.0	80.67477016350986	94.55999999999997	86.34252821624014	91.0
142	114.0	110.0	81.414405447445	97.09999999999998	71.67862874930832	90.0
50	119.0	130.0	92.69589169232806	98.98999999999988	94.30381794896401	100.0
141	114.0	110.0	88.74066248190715	97.09999999999998	91.82161273028277	90.0
109	127.0	115.0	91.92604711272425	94.55999999999996	80.46114798592075	91.0
108	139.0	130.0	97.9611501975789	98.98999999999995	95.52626607569763	100.0
107	105.0	110.0	98.06713345788711	97.09999999999995	78.94828732356515	90.0
106	119.0	110.0	98.32984098791633	97.09999999999995	84.83250358071157	90.0
105	141.0	130.0	80.2307710463337	98.98999999999994	83.74515385811479	100.0
104	148.0	130.0	97.26292016023986	98.98999999999994	72.87756993618277	100.0
103	126.0	110.0	93.8479423831459	97.09999999999995	83.84351848862568	90.0
99	118.0	130.0	92.0033977970266	98.98999999999992	96.38260845829274	100.0
102	127.0	115.0	81.3987781644776	94.55999999999996	85.6208411671131	91.0
101	135.0	130.0	84.2461021830095	98.98999999999992	79.51295774778384	100.0
100	113.0	110.0	93.11366603700185	97.09999999999995	80.15249994112183	90.0
98	128.0	130.0	85.20335857019502	98.98999999999992	92.67231833919098	100.0
97	100.0	155.0	91.74954282654558	82.23	95.94849851248429	83.0
96	136.0	130.0	89.52522480758574	98.98999999999992	92.31758778567962	100.0
95	144.0	130.0	85.03049342756476	98.98999999999992	89.59765900608198	100.0
94	108.0	110.0	94.18758026988802	97.09999999999995	71.63094056801235	90.0
93	149.0	130.0	96.8886077462914	98.98999999999991	70.43148706025504	100.0
92	128.0	115.0	87.72805410027303	94.55999999999996	81.53432611081914	91.0
91	126.0	130.0	83.32481656680307	98.98999999999991	97.61045074906221	100.0
90	107.0	110.0	93.61230096473571	97.09999999999995	88.39085714759167	90.0
88	145.0	130.0	86.78793498005585	98.98999999999991	74.99162894931521	100.0
89	139.0	130.0	81.524887544845	98.98999999999991	95.57718775432741	100.0
191	144.0	130.0	96.08781803404803	98.99	83.32767496403683	100.0
190	135.0	130.0	80.65912130503393	98.99	98.8520220485784	100.0
192	142.0	130.0	93.4296168031036	98.99	82.73327356426978	100.0
DONE !!!!
